CHASSIS,CHANNEL,CONNECTOR,SIGNAL,CUSTNAME,USE,DESC,COUPLING,EGU,ESLO,EOFF,LOLOlim,LOlim,HIlim,HIHIlim
16,15,DB2,495,16-DB2-15-0495,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,16,DB2,496,16-DB2-16-0496,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,17,DB1,497,16-DB1-17-0497,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,18,DB1,498,16-DB1-18-0498,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,19,DB1,499,16-DB1-19-0499,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,20,DB1,500,16-DB1-20-0500,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,21,DB1,501,16-DB1-21-0501,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,22,DB1,502,16-DB1-22-0502,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,23,DB1,503,16-DB1-23-0503,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,24,DB1,504,16-DB1-24-0504,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,25,DB1,505,16-DB1-25-0505,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,26,DB1,506,16-DB1-26-0506,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,27,DB1,507,16-DB1-27-0507,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,28,DB1,508,16-DB1-28-0508,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,29,DB1,509,16-DB1-29-0509,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,30,DB1,510,16-DB1-30-0510,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,31,DB1,511,16-DB1-31-0511,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
16,32,DB1,512,16-DB1-32-0512,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,1,DB2,513,17-DB2-01-0513,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,2,DB2,514,17-DB2-02-0514,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,3,DB2,515,17-DB2-03-0515,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,4,DB2,516,17-DB2-04-0516,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,5,DB2,517,17-DB2-05-0517,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,6,DB2,518,17-DB2-06-0518,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,7,DB2,519,17-DB2-07-0519,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,8,DB2,520,17-DB2-08-0520,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,9,DB2,521,17-DB2-09-0521,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,10,DB2,522,17-DB2-10-0522,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,11,DB2,523,17-DB2-11-0523,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,12,DB2,524,17-DB2-12-0524,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,13,DB2,525,17-DB2-13-0525,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,14,DB2,526,17-DB2-14-0526,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,15,DB2,527,17-DB2-15-0527,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,16,DB2,528,17-DB2-16-0528,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,17,DB1,529,17-DB1-17-0529,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,18,DB1,530,17-DB1-18-0530,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,19,DB1,531,17-DB1-19-0531,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,20,DB1,532,17-DB1-20-0532,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,21,DB1,533,17-DB1-21-0533,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,22,DB1,534,17-DB1-22-0534,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,23,DB1,535,17-DB1-23-0535,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,24,DB1,536,17-DB1-24-0536,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,25,DB1,537,17-DB1-25-0537,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,26,DB1,538,17-DB1-26-0538,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,27,DB1,539,17-DB1-27-0539,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,28,DB1,540,17-DB1-28-0540,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,29,DB1,541,17-DB1-29-0541,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,30,DB1,542,17-DB1-30-0542,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,31,DB1,543,17-DB1-31-0543,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
17,32,DB1,544,17-DB1-32-0544,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,1,DB2,545,18-DB2-01-0545,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,2,DB2,546,18-DB2-02-0546,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,3,DB2,547,18-DB2-03-0547,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,4,DB2,548,18-DB2-04-0548,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,5,DB2,549,18-DB2-05-0549,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,6,DB2,550,18-DB2-06-0550,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,7,DB2,551,18-DB2-07-0551,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,8,DB2,552,18-DB2-08-0552,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,9,DB2,553,18-DB2-09-0553,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,10,DB2,554,18-DB2-10-0554,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,11,DB2,555,18-DB2-11-0555,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,12,DB2,556,18-DB2-12-0556,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,13,DB2,557,18-DB2-13-0557,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,14,DB2,558,18-DB2-14-0558,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,15,DB2,559,18-DB2-15-0559,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,16,DB2,560,18-DB2-16-0560,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,17,DB1,561,18-DB1-17-0561,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,18,DB1,562,18-DB1-18-0562,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,19,DB1,563,18-DB1-19-0563,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,20,DB1,564,18-DB1-20-0564,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,21,DB1,565,18-DB1-21-0565,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,22,DB1,566,18-DB1-22-0566,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,23,DB1,567,18-DB1-23-0567,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,24,DB1,568,18-DB1-24-0568,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,25,DB1,569,18-DB1-25-0569,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,26,DB1,570,18-DB1-26-0570,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,27,DB1,571,18-DB1-27-0571,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,28,DB1,572,18-DB1-28-0572,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,29,DB1,573,18-DB1-29-0573,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,30,DB1,574,18-DB1-30-0574,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,31,DB1,575,18-DB1-31-0575,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
18,32,DB1,576,18-DB1-32-0576,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,1,DB2,577,19-DB2-01-0577,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,2,DB2,578,19-DB2-02-0578,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,3,DB2,579,19-DB2-03-0579,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,4,DB2,580,19-DB2-04-0580,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,5,DB2,581,19-DB2-05-0581,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,6,DB2,582,19-DB2-06-0582,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,7,DB2,583,19-DB2-07-0583,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,8,DB2,584,19-DB2-08-0584,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,9,DB2,585,19-DB2-09-0585,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,10,DB2,586,19-DB2-10-0586,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,11,DB2,587,19-DB2-11-0587,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,12,DB2,588,19-DB2-12-0588,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,13,DB2,589,19-DB2-13-0589,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,14,DB2,590,19-DB2-14-0590,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,15,DB2,591,19-DB2-15-0591,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,16,DB2,592,19-DB2-16-0592,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,17,DB1,593,19-DB1-17-0593,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,18,DB1,594,19-DB1-18-0594,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,19,DB1,595,19-DB1-19-0595,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,20,DB1,596,19-DB1-20-0596,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,21,DB1,597,19-DB1-21-0597,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,22,DB1,598,19-DB1-22-0598,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,23,DB1,599,19-DB1-23-0599,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,24,DB1,600,19-DB1-24-0600,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,25,DB1,601,19-DB1-25-0601,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,26,DB1,602,19-DB1-26-0602,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,27,DB1,603,19-DB1-27-0603,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,28,DB1,604,19-DB1-28-0604,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,29,DB1,605,19-DB1-29-0605,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,30,DB1,606,19-DB1-30-0606,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,31,DB1,607,19-DB1-31-0607,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
19,32,DB1,608,19-DB1-32-0608,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,1,DB2,609,20-DB2-01-0609,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,2,DB2,610,20-DB2-02-0610,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,3,DB2,611,20-DB2-03-0611,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,4,DB2,612,20-DB2-04-0612,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,5,DB2,613,20-DB2-05-0613,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,6,DB2,614,20-DB2-06-0614,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,7,DB2,615,20-DB2-07-0615,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,8,DB2,616,20-DB2-08-0616,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,9,DB2,617,20-DB2-09-0617,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,10,DB2,618,20-DB2-10-0618,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,11,DB2,619,20-DB2-11-0619,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,12,DB2,620,20-DB2-12-0620,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,13,DB2,621,20-DB2-13-0621,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,14,DB2,622,20-DB2-14-0622,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,15,DB2,623,20-DB2-15-0623,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,16,DB2,624,20-DB2-16-0624,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,17,DB1,625,20-DB1-17-0625,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,18,DB1,626,20-DB1-18-0626,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,19,DB1,627,20-DB1-19-0627,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,20,DB1,628,20-DB1-20-0628,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,21,DB1,629,20-DB1-21-0629,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,22,DB1,630,20-DB1-22-0630,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,23,DB1,631,20-DB1-23-0631,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,24,DB1,632,20-DB1-24-0632,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,25,DB1,633,20-DB1-25-0633,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,26,DB1,634,20-DB1-26-0634,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,27,DB1,635,20-DB1-27-0635,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,28,DB1,636,20-DB1-28-0636,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,29,DB1,637,20-DB1-29-0637,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,30,DB1,638,20-DB1-30-0638,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,31,DB1,639,20-DB1-31-0639,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
20,32,DB1,640,20-DB1-32-0640,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,1,DB2,641,21-DB2-01-0641,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,2,DB2,642,21-DB2-02-0642,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,3,DB2,643,21-DB2-03-0643,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,4,DB2,644,21-DB2-04-0644,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,5,DB2,645,21-DB2-05-0645,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,6,DB2,646,21-DB2-06-0646,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,7,DB2,647,21-DB2-07-0647,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,8,DB2,648,21-DB2-08-0648,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,9,DB2,649,21-DB2-09-0649,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,10,DB2,650,21-DB2-10-0650,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,11,DB2,651,21-DB2-11-0651,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,12,DB2,652,21-DB2-12-0652,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,13,DB2,653,21-DB2-13-0653,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,14,DB2,654,21-DB2-14-0654,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,15,DB2,655,21-DB2-15-0655,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,16,DB2,656,21-DB2-16-0656,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,17,DB1,657,21-DB1-17-0657,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,18,DB1,658,21-DB1-18-0658,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,19,DB1,659,21-DB1-19-0659,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,20,DB1,660,21-DB1-20-0660,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,21,DB1,661,21-DB1-21-0661,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,22,DB1,662,21-DB1-22-0662,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,23,DB1,663,21-DB1-23-0663,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,24,DB1,664,21-DB1-24-0664,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,25,DB1,665,21-DB1-25-0665,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,26,DB1,666,21-DB1-26-0666,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,27,DB1,667,21-DB1-27-0667,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,28,DB1,668,21-DB1-28-0668,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,29,DB1,669,21-DB1-29-0669,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,30,DB1,670,21-DB1-30-0670,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,31,DB1,671,21-DB1-31-0671,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
21,32,DB1,672,21-DB1-32-0672,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,1,DB2,673,22-DB2-01-0673,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,2,DB2,674,22-DB2-02-0674,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,3,DB2,675,22-DB2-03-0675,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,4,DB2,676,22-DB2-04-0676,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,5,DB2,677,22-DB2-05-0677,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,6,DB2,678,22-DB2-06-0678,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,7,DB2,679,22-DB2-07-0679,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,8,DB2,680,22-DB2-08-0680,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,9,DB2,681,22-DB2-09-0681,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,10,DB2,682,22-DB2-10-0682,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,11,DB2,683,22-DB2-11-0683,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,12,DB2,684,22-DB2-12-0684,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,13,DB2,685,22-DB2-13-0685,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,14,DB2,686,22-DB2-14-0686,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,15,DB2,687,22-DB2-15-0687,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,16,DB2,688,22-DB2-16-0688,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,17,DB1,689,22-DB1-17-0689,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,18,DB1,690,22-DB1-18-0690,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,19,DB1,691,22-DB1-19-0691,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,20,DB1,692,22-DB1-20-0692,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,21,DB1,693,22-DB1-21-0693,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,22,DB1,694,22-DB1-22-0694,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,23,DB1,695,22-DB1-23-0695,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,24,DB1,696,22-DB1-24-0696,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,25,DB1,697,22-DB1-25-0697,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,26,DB1,698,22-DB1-26-0698,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,27,DB1,699,22-DB1-27-0699,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,28,DB1,700,22-DB1-28-0700,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,29,DB1,701,22-DB1-29-0701,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,30,DB1,702,22-DB1-30-0702,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,31,DB1,703,22-DB1-31-0703,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
22,32,DB1,704,22-DB1-32-0704,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,1,DB2,705,23-DB2-01-0705,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,2,DB2,706,23-DB2-02-0706,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,3,DB2,707,23-DB2-03-0707,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,4,DB2,708,23-DB2-04-0708,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,5,DB2,709,23-DB2-05-0709,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,6,DB2,710,23-DB2-06-0710,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,7,DB2,711,23-DB2-07-0711,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,8,DB2,712,23-DB2-08-0712,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,9,DB2,713,23-DB2-09-0713,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,10,DB2,714,23-DB2-10-0714,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,11,DB2,715,23-DB2-11-0715,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,12,DB2,716,23-DB2-12-0716,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,13,DB2,717,23-DB2-13-0717,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,14,DB2,718,23-DB2-14-0718,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,15,DB2,719,23-DB2-15-0719,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,16,DB2,720,23-DB2-16-0720,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,17,DB1,721,23-DB1-17-0721,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,18,DB1,722,23-DB1-18-0722,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,19,DB1,723,23-DB1-19-0723,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,20,DB1,724,23-DB1-20-0724,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,21,DB1,725,23-DB1-21-0725,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,22,DB1,726,23-DB1-22-0726,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,23,DB1,727,23-DB1-23-0727,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,24,DB1,728,23-DB1-24-0728,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,25,DB1,729,23-DB1-25-0729,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,26,DB1,730,23-DB1-26-0730,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,27,DB1,731,23-DB1-27-0731,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,28,DB1,732,23-DB1-28-0732,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,29,DB1,733,23-DB1-29-0733,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,30,DB1,734,23-DB1-30-0734,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,31,DB1,735,23-DB1-31-0735,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
23,32,DB1,736,23-DB1-32-0736,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,1,DB2,737,24-DB2-01-0737,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,2,DB2,738,24-DB2-02-0738,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,3,DB2,739,24-DB2-03-0739,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,4,DB2,740,24-DB2-04-0740,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,5,DB2,741,24-DB2-05-0741,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
24,6,DB2,742,24-DB2-06-0742,Yes,dummy,DC,V,1,0,-9.99,-9.99,9.99,9.99
